TITLE
Absolute Duo
TITLE
ACCA: 13-ku Kansatsu-ka
TITLE
Action Heroine Cheer Fruits
TITLE
Aho Girl
TITLE
Akagami no Shirayuki-hime
TITLE
Akagami no Shirayuki-hime S2
TITLE
Ajin S2
TITLE
Akame ga Kill
TITLE
Akanesasu Shoujo
TITLE
Akatsuki no Yona
TITLE
Akuma no Riddle
TITLE
Aldnoah.Zero
TITLE
Aldnoah Zero S2
TITLE
Alice to Zouroku
TITLE
All Out!!
TITLE
Amaama to Inazuma
TITLE
Amagi Brilliant Park
TITLE
Amanchu!
TITLE
Angolmois: Genkou Kassenki
TITLE
Anima Yell!
TITLE
Anne-Happy
TITLE
Ansatsu Kyoushitsu
TITLE
Ansatsu Kyoushitsu S2
TITLE
Ao Haru Ride
TITLE
Aoharu x Kikanjuu
TITLE
Ao no Exorcist: Kyoto Fujouou-hen
TITLE
Ao no Kanata no Four Rhythm
TITLE
Aoki Hagane No Arpeggio Ars Nova
TITLE
Arslan Senki
TITLE
Asobi Asobase
TITLE
Atelier Escha & Logy
TITLE
Atom: The Beginning
TITLE
Avatar: The Legend of Korra Book 3
TITLE
Avatar: The Legend of Korra Book 4
TITLE
B-Project: Kodou*Ambitious
TITLE
Baby Steps
TITLE
Basilisk: Ouka Ninpouchou
TITLE
Bakumatsu
TITLE
Ballroom e Youkoso
TITLE
Banana Fish
TITLE
Barakamon
TITLE
Battery
TITLE
Bayonetta: Bloody Fate Movie
TITLE
Beatless
TITLE
Beelzebub-jou no Okinimesu mama
TITLE
Black Bullet
TITLE
Black Clover
TITLE
Blade & Soul
TITLE
Blood Lad
TITLE
Bloodivores
TITLE
Blend S
TITLE
Brave Witches
TITLE
Break Blade (TV)
TITLE
Brothers Conflict
TITLE
Boku dake ga Inai Machi
TITLE
Boku no Hero Academia
TITLE
Boku no Hero Academia S2
TITLE
Boku no Hero Academia S3
TITLE
UQ Holder!: Mahou Sensei Negima! 2
TITLE
Bokura wa Minna Kawaisou
TITLE
Bubuki Buranki
TITLE
Bubuki Buranki: Hoshi no Kyojin
TITLE
Buddy Complex
TITLE
Bungou Stray Dogs
TITLE
Bungou Stray Dogs S2
TITLE
Busou Shoujo Machiavellianism
TITLE
Caligula
TITLE
Captain Earth
TITLE
Captain Tsubasa 2018
TITLE
Cardcaptor Sakura: Clear Card-hen
TITLE
Chaos Dragon: Sekiryuu Seneki
TITLE
ChaoS;Child
TITLE
Chain Chronicle: Haecceitas no Hikari
TITLE
Charlotte
TITLE
Choujigen Game Neptune
TITLE
Chuunibyou demo koi ga shitai! Ren
TITLE
Chio-chan no Tsuugakuro
TITLE
Classroom☆Crisis
TITLE
Clockwork Planet
TITLE
Comet Lucifer
TITLE
Conception
TITLE
Concrete Revolutio: Choujin Gensou
TITLE
Concrete Revolutio: Choujin Gensou – The Last Song
TITLE
Coppelion
TITLE
Daitoshokan no Hitsujikai
TITLE
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria
TITLE
D-Frag!
TITLE
D.Gray-man Hallow
TITLE
Dagashi Kashi
TITLE
Dagashi Kashi S2
TITLE
Danganronpa 3: The End of Kibougamine Gakuen – Mirai-hen
TITLE
Danganronpa 3: The End of Kibougamine Gakuen – Zetsubou-hen
TITLE
Darling in the FranXX
TITLE
Death March kara Hajimaru Isekai Kyousoukyoku
TITLE
Death Parade
TITLE
Demi-chan wa Kataritai
TITLE
Denki-gai no Honya-san
TITLE
Denpa Kyoushi
TITLE
Date A Live S2
TITLE
91 Days
TITLE
Diabolik Lovers
TITLE
Diamond no Ace
TITLE
Diamond no Ace S2
TITLE
Dimension W
TITLE
Dive!!
TITLE
Divine Gate
TITLE
Dog Days S3
TITLE
Double Decker! Doug & Kirill
TITLE
DRAMAtical Murder
TITLE
Dragon Ball Super
TITLE
Dragon Ball Heroes
TITLE
Dragon Ball Kai (2014)
TITLE
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka
TITLE
Durarara!!x2 Shou
TITLE
Durarara!!x2 Ten
TITLE
Durarara!!x2 Ketsu
TITLE
elDLIVE
TITLE
Eromanga-sensei
TITLE
Etotama
TITLE
Evil or Live
TITLE
fairy tail
TITLE
Fantasista Doll
TITLE
Fate/Apocrypha
TITLE
Fate/kaleid liner Prisma☆Illya
TITLE
Fate/Stay Night Unlimited Blade Works
TITLE
Fate/stay night: Unlimited Blade Works S2
TITLE
Flip Flappers
TITLE
Flying Witch
TITLE
Free!
TITLE
Free! Eternal Summer
TITLE
Free!: Dive to the Future
TITLE
Fukumenkei Noise
TITLE
Fuuka
TITLE
Fukigen na Mononokean
TITLE
Fune wo Amu
TITLE
Gabriel DropOut
TITLE
Gamers!
TITLE
Gakkou Gurashi!
TITLE
Gakuen Babysitters
TITLE
Gakuen Basara
TITLE
Gakusen Toshi Asterisk
TITLE
Gakusen Toshi Asterisk S2
TITLE
Galilei Donna
TITLE
Grancrest Senki
TITLE
Gangsta
TITLE
Garo: Honoo no Kokuin
TITLE
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri"
TITLE
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri – Enryuu-hen"
TITLE
Gatchaman Crowds
TITLE
Gatchaman Crowds Insight
TITLE
Gegege no Kitarou (2018)
TITLE
Gekkan Shoujo Nozaki-kun
TITLE
Genei wo Kakeru Taiyou
TITLE
Genshiken Nidaime
TITLE
Ghost in the Shell: Arise – Alternative Architecture
TITLE
Ginga Kikoutai Majestic Prince
TITLE
Gingitsune
TITLE
Gin no Guardian
TITLE
Gin no Guardian S2
TITLE
Gin no Saji
TITLE
Gintama° (2015)
TITLE
Gintama (2017)
TITLE
Gintama. (2017)
TITLE
Gintama.: Shirogane no Tamashii-hen
TITLE
Glasslip
TITLE
Goblin Slayer
TITLE
Gochuumon wa Usagi desu ka?
TITLE
God Eater
TITLE
Golden Kamuy
TITLE
Golden Kamuy S2
TITLE
Golden Time
TITLE
Gokukoku no Brynhildr
TITLE
Grancrest Senki
TITLE
Grand Blue
TITLE
Granblue Fantasy The Animation
TITLE
Grisaia no Kajitsu
TITLE
Grisaia no Rakuen
TITLE
Gugure! Kokkuri-san
TITLE
Gundam Build Divers
TITLE
Gundam Build Fighter
TITLE
Gundam Build Fighters Try
TITLE
Gunslinger Stratos: The Animation
TITLE
Hai to Gensou no Grimgar
TITLE
Haikyuu
TITLE
Haikyuu S2
TITLE
Hakumei to Mikochi
TITLE
Hajime No Ippo Rising
TITLE
Hamatora The Animation
TITLE
Handa-kun
TITLE
Hanebado!
TITLE
Harukana Receive
TITLE
Haruchika: Haruta to Chika wa Seishun Suru
TITLE
Hakata Tonkotsu Ramens
TITLE
Hatsukoi Monster
TITLE
Hanayamata
TITLE
Heavy Object
TITLE
Hello!! Kiniro Mosaic
TITLE
HenNeko
TITLE
Hibike! Euphonium
TITLE
Hibike! Euphonium S2
TITLE
Hidan no Aria AA
TITLE
Himouto! Umaru-chan
TITLE
Himouto! Umaru-chan R
TITLE
Hina Logi: From Luck & Logic
TITLE
Hinako Note
TITLE
Hinamatsuri
TITLE
Hitsugi no Chaika
TITLE
Hitsugi no Chaika: Avenging Battle
TITLE
Hoozuki no Reitetsu
TITLE
Hoozuki no Reitetsu 2
TITLE
Hundred
TITLE
Imocho
TITLE
Imouto sae Ireba Ii.
TITLE
Inu to Hasami wa Tsukaiyou
TITLE
Inou-Battle wa Nichijou-kei no Naka de
TITLE
Isekai Shokudou
TITLE
Isekai Maou to Shoukan Shoujo no Dorei Majutsu
TITLE
Island
TITLE
Ito Junji: Collection
TITLE
Inuyashiki
TITLE
Irozuku Sekai no Ashita kara
TITLE
Isekai wa Smartphone to Tomo ni
TITLE
Isuca
TITLE
Isshuukan Friends
TITLE
IS: Infinite Stratos 2
TITLE
Jigoku Shoujo: Yoi no Togi
TITLE
Jikan no Shihaisha
TITLE
Jitsu wa Watashi wa
TITLE
JoJo no Kimyou na Bouken: Diamond wa Kudakenai
TITLE
Just Because!
TITLE
Juuni Taisen
TITLE
Juuou Mujin no Fafnir
TITLE
Joukamachi no Dandelion
TITLE
Junketsu no Maria
TITLE
K Return of Kings
TITLE
Kakegurui
TITLE
Kakuriyo no Yadomeshi
TITLE
Kanojo ga Flag wo Oraretara
TITLE
Kamisama no Inai Nichiyoubi
TITLE
Kantai Collection
TITLE
Karakai Jouzu no Takagi-san
TITLE
Katsugeki/Touken Ranbu
TITLE
Kaze ga Tsuyoku Fuiteiru
TITLE
Keppeki Danshi! Aoyama-kun
TITLE
Koi to Uso
TITLE
Kobayashi-san Chi no Maid Dragon
TITLE
Konbini Kareshi
TITLE
Kami nomi zo Shiru Sekai
TITLE
Kekkai Sensen
TITLE
Kekkai Sensen & Beyond
TITLE
Kidou Senshi Gundam: Tekketsu no Orphans
TITLE
Kidou Senshi Gundam: Tekketsu no Orphans S2
TITLE
Kill la Kill
TITLE
Kindaichi Case File Return
TITLE
Kitakubu Katsudou Kiroku
TITLE
Kimi No Iru Machi
TITLE
Kiniro Mosaic
TITLE
Kishuku Gakkou no Juliet
TITLE
Kiznaiver
TITLE
Kiseijuu: Sei no Kakuritsu
TITLE
Knight’s & Magic
TITLE
Koi wa Ameagari no You ni
TITLE
Kokkoku
TITLE
Kono Bijutsubu ni wa Mondai ga Aru!
TITLE
Kono Subarashii Sekai ni Shukufuku wo!
TITLE
Kono Subarashii Sekai ni Shukufuku wo! S2
TITLE
Koufuku Graffiti
TITLE
Kujira no Kora wa Sajou ni Utau
TITLE
Kuromukuro
TITLE
Kuroko no Basuke 2
TITLE
Kuroko no Basket S3
TITLE
Kuroshitsuji: Book of Circus
TITLE
Kuusen Madoushi Kouhosei no Kyoukan
TITLE
Kyoukai no Kanata
TITLE
Kyoto Teramachi Sanjou no Holmes
TITLE
Kyoukai no Rinne
TITLE
Kyoukai no Rinne S2
TITLE
Kyoukai no Rinne
TITLE
Kyoukai no Rinne
TITLE
Last Period: Owarinaki Rasen no Monogatari
TITLE
Little Busters!: Refrain
TITLE
Little Witch Academia (2017)
TITLE
Locodol
TITLE
Log Horizon
TITLE
Log Horizon S2
TITLE
Long Riders!
TITLE
Lord of Vermilion: Guren no Ou
TITLE
Lostorage Incited WIXOSS
TITLE
Love Lab
TITLE
Love Live! School Idol Project S2
TITLE
Love Live! Sunshine!!
TITLE
Love Live! Sunshine!! S2
TITLE
Love Stage!!
TITLE
Luck & Logic
TITLE
Macross Delta
TITLE
Madan no Ou to Vanadis
TITLE
Made in Abyss
TITLE
Mahou Sensou
TITLE
Mahou Shoujo Ikusei Keikaku
TITLE
Mahouka Koukou no Rettousei
TITLE
Mahou Shoujo Lyrical Nanoha ViVid
TITLE
Mahoutsukai no Yome
TITLE
Mayoiga
TITLE
Meganebu!
TITLE
Magic-Kyun! Renaissance
TITLE
Mekaku City Actors
TITLE
Majin Bone
TITLE
Major 2nd (TV)
TITLE
Makai Ouji
TITLE
Magi The Kingdom Of Magic
TITLE
Masamune-kun no Revenge
TITLE
Marginal#4: Kiss kara Tsukuru Big Bang
TITLE
Megalo Box
TITLE
Mikakunin de Shinkoukei
TITLE
Mikagura Gakuen Kumikyoku
TITLE
Miss Monochrome
TITLE
Mitsuboshi Colors
TITLE
Miira no Kaikata
TITLE
Mushishi Zoku Shou
TITLE
Mob Psycho 100
TITLE
Monster Hunter Stories: Ride On
TITLE
Nana Maru San Batsu
TITLE
Nanbaka
